objectId,week,dayIndex,timeSlotIndex,duration,numberOfCalls,date,timeSlotLabel
CallType-5,0,2,23,245,81,31/03/2010,11h30
CallType-5,0,2,24,139,30,31/03/2010,12h
CallType-5,0,2,25,227,36,31/03/2010,12h30
CallType-5,0,2,26,144,38,31/03/2010,13h
CallType-5,0,2,27,309,36,31/03/2010,13h30
CallType-5,0,2,28,229,61,31/03/2010,14h
CallType-5,0,2,29,312,57,31/03/2010,14h30
CallType-5,0,2,30,181,66,31/03/2010,15h
CallType-5,0,2,31,207,55,31/03/2010,15h30
CallType-5,0,2,32,271,81,31/03/2010,16h
CallType-5,0,2,33,274,25,31/03/2010,16h30
CallType-5,0,2,34,313,42,31/03/2010,17h
CallType-5,0,2,35,351,55,31/03/2010,17h30
CallType-5,0,2,36,412,32,31/03/2010,18h
CallType-5,0,2,37,262,25,31/03/2010,18h30
CallType-5,0,2,38,237,6,31/03/2010,19h
CallType-5,0,3,17,177,42,40182,8h30
CallType-5,0,3,18,205,57,40182,9h
CallType-5,0,3,19,202,66,40182,9h30
CallType-5,0,3,20,212,53,40182,10h
CallType-5,0,3,21,299,61,40182,10h30
CallType-5,0,3,22,210,89,40182,11h
CallType-5,0,3,23,234,91,40182,11h30
CallType-5,0,3,24,233,38,40182,12h
CallType-5,0,3,25,260,38,40182,12h30
CallType-5,0,3,26,219,78,40182,13h
CallType-5,0,3,27,295,55,40182,13h30
CallType-5,0,3,28,193,64,40182,14h
CallType-5,0,3,29,242,59,40182,14h30
CallType-5,0,3,30,296,68,40182,15h
CallType-5,0,3,31,198,28,40182,15h30
CallType-5,0,3,32,246,57,40182,16h
CallType-5,0,3,33,327,42,40182,16h30
CallType-5,0,3,34,301,57,40182,17h
CallType-5,0,3,35,339,57,40182,17h30
CallType-5,0,3,36,121,21,40182,18h
CallType-5,0,3,37,195,11,40182,18h30
CallType-5,0,4,17,378,17,40213,8h30
CallType-5,0,4,18,256,45,40213,9h
CallType-5,0,4,19,200,51,40213,9h30
CallType-5,0,4,20,174,45,40213,10h
CallType-5,0,4,21,237,40,40213,10h30
CallType-5,0,4,22,222,85,40213,11h
CallType-5,0,4,23,219,81,40213,11h30
CallType-5,0,4,24,230,34,40213,12h
CallType-5,0,4,25,271,51,40213,12h30
CallType-5,0,4,26,201,57,40213,13h
CallType-5,0,4,27,422,64,40213,13h30
CallType-5,0,4,28,277,61,40213,14h
CallType-5,0,4,29,334,49,40213,14h30
CallType-5,0,4,30,197,51,40213,15h
CallType-5,0,4,31,227,68,40213,15h30
CallType-5,0,4,32,170,32,40213,16h
CallType-5,0,4,33,236,68,40213,16h30
CallType-5,0,4,34,223,51,40213,17h
CallType-5,0,4,35,354,49,40213,17h30
CallType-5,0,4,36,321,15,40213,18h
CallType-5,0,4,37,155,19,40213,18h30
CallType-5,0,5,17,245,4,40241,8h30
CallType-5,0,5,18,446,17,40241,9h
CallType-5,0,5,19,330,19,40241,9h30
CallType-5,0,5,20,217,19,40241,10h
CallType-5,0,5,21,250,13,40241,10h30
CallType-5,0,5,22,192,30,40241,11h
CallType-5,0,5,23,270,21,40241,11h30
CallType-5,0,5,24,299,8,40241,12h
CallType-5,0,5,25,257,6,40241,12h30
CallType-5,1,0,17,364,4,40302,8h30
CallType-5,1,0,18,200,19,40302,9h
CallType-5,1,0,19,279,40,40302,9h30
CallType-5,1,0,20,218,55,40302,10h
CallType-5,1,0,21,295,51,40302,10h30
CallType-5,1,0,22,275,123,40302,11h
CallType-5,1,0,23,211,134,40302,11h30
CallType-5,1,0,24,191,38,40302,12h
CallType-5,1,0,25,146,47,40302,12h30
CallType-5,1,0,26,238,42,40302,13h
CallType-5,1,0,27,216,72,40302,13h30
CallType-5,1,0,28,199,95,40302,14h
CallType-5,1,0,29,235,129,40302,14h30
CallType-5,1,0,30,235,83,40302,15h
CallType-5,1,0,31,241,76,40302,15h30
CallType-5,1,0,32,259,66,40302,16h
CallType-5,1,0,33,230,53,40302,16h30
CallType-5,1,0,34,303,17,40302,17h
CallType-5,1,0,35,376,76,40302,17h30
CallType-5,1,0,36,367,23,40302,18h
CallType-5,1,0,37,214,25,40302,18h30
CallType-5,1,0,38,175,2,40302,19h
CallType-5,1,1,17,201,8,40333,8h30
CallType-5,1,1,18,234,21,40333,9h
CallType-5,1,1,19,198,49,40333,9h30
CallType-5,1,1,20,292,19,40333,10h
CallType-5,1,1,21,214,49,40333,10h30
CallType-5,1,1,22,203,98,40333,11h
CallType-5,1,1,23,248,83,40333,11h30
CallType-5,1,1,24,214,45,40333,12h
CallType-5,1,1,25,216,28,40333,12h30
CallType-5,1,1,26,179,51,40333,13h
CallType-5,1,1,27,199,55,40333,13h30
CallType-5,1,1,28,356,125,40333,14h
CallType-5,1,1,29,449,138,40333,14h30
CallType-5,1,1,30,306,78,40333,15h
CallType-5,1,1,31,270,49,40333,15h30
CallType-5,1,1,32,239,34,40333,16h
CallType-5,1,1,33,197,61,40333,16h30
CallType-5,1,1,34,292,23,40333,17h
CallType-5,1,1,35,459,57,40333,17h30
CallType-5,1,1,36,413,25,40333,18h
CallType-5,1,1,37,425,13,40333,18h30
CallType-5,1,2,17,154,13,40363,8h30
CallType-5,1,2,18,262,42,40363,9h
CallType-5,1,2,19,208,34,40363,9h30
CallType-5,1,2,20,279,23,40363,10h
CallType-5,1,2,21,495,61,40363,10h30
CallType-5,1,2,22,238,83,40363,11h
CallType-5,1,2,23,259,91,40363,11h30
CallType-5,1,2,24,223,36,40363,12h
CallType-5,1,2,25,188,25,40363,12h30
CallType-5,1,2,26,282,51,40363,13h
CallType-5,1,2,27,179,19,40363,13h30
CallType-5,1,2,28,370,51,40363,14h
CallType-5,1,2,29,250,61,40363,14h30
CallType-5,1,2,30,280,47,40363,15h
CallType-5,1,2,31,216,59,40363,15h30
CallType-5,1,2,32,274,53,40363,16h
CallType-5,1,2,33,201,61,40363,16h30
CallType-5,1,2,34,216,42,40363,17h
CallType-5,1,2,35,463,30,40363,17h30
CallType-5,1,2,36,966,28,40363,18h
CallType-5,1,2,37,458,25,40363,18h30
CallType-5,1,3,17,269,13,40394,8h30
CallType-5,1,3,18,224,25,40394,9h
CallType-5,1,3,19,189,49,40394,9h30
CallType-5,1,3,20,168,23,40394,10h
CallType-5,1,3,21,184,61,40394,10h30
CallType-5,1,3,22,216,110,40394,11h
CallType-5,1,3,23,194,106,40394,11h30
CallType-5,1,3,24,278,30,40394,12h
CallType-5,1,3,25,243,49,40394,12h30
CallType-5,1,3,26,270,38,40394,13h
CallType-5,1,3,27,257,36,40394,13h30
CallType-5,1,3,28,286,66,40394,14h
CallType-5,1,3,29,149,15,40394,14h30
CallType-5,1,3,30,136,40,40394,15h
CallType-5,1,3,31,177,59,40394,15h30
CallType-5,1,3,32,188,53,40394,16h
CallType-5,1,3,33,243,53,40394,16h30
CallType-5,1,3,34,408,25,40394,17h
CallType-5,1,3,35,426,47,40394,17h30
CallType-5,1,3,36,338,28,40394,18h
CallType-5,1,3,37,458,2,40394,18h30
CallType-5,1,4,17,245,17,40425,8h30
CallType-5,1,4,18,272,11,40425,9h
CallType-5,1,4,19,259,32,40425,9h30
CallType-5,1,4,20,204,28,40425,10h
CallType-5,1,4,21,261,28,40425,10h30
CallType-5,1,4,22,221,47,40425,11h
CallType-5,1,4,23,211,64,40425,11h30
CallType-5,1,4,24,233,30,40425,12h
CallType-5,1,4,25,252,42,40425,12h30
CallType-5,1,4,26,206,45,40425,13h
CallType-5,1,4,27,235,53,40425,13h30
CallType-5,1,4,28,291,68,40425,14h
CallType-5,1,4,29,262,59,40425,14h30
CallType-5,1,4,30,334,8,40425,15h
CallType-5,1,4,31,171,45,40425,15h30
CallType-5,1,4,32,252,51,40425,16h
CallType-5,1,4,33,195,30,40425,16h30
CallType-5,1,4,34,223,61,40425,17h
CallType-5,1,4,35,471,25,40425,17h30
CallType-5,1,4,36,322,21,40425,18h
CallType-5,1,4,37,157,8,40425,18h30
CallType-5,1,5,17,400,6,40455,8h30
CallType-5,1,5,18,211,17,40455,9h
CallType-5,1,5,19,568,23,40455,9h30
CallType-5,1,5,20,516,19,40455,10h
CallType-5,1,5,21,564,21,40455,10h30
CallType-5,1,5,22,330,21,40455,11h
CallType-5,1,5,23,533,25,40455,11h30
CallType-5,1,5,24,382,11,40455,12h
CallType-5,1,5,25,257,2,40455,12h30
CallType-5,1,5,26,452,2,40455,13h
CallType-5,2,0,17,364,4,40516,8h30
CallType-5,2,0,18,200,19,40516,9h
CallType-5,2,0,19,279,40,40516,9h30
CallType-5,2,0,20,218,55,40516,10h
CallType-5,2,0,21,295,51,40516,10h30
CallType-5,2,0,22,275,123,40516,11h
CallType-5,2,0,23,211,134,40516,11h30
CallType-5,2,0,24,191,38,40516,12h
CallType-5,2,0,25,146,47,40516,12h30
CallType-5,2,0,26,238,42,40516,13h
CallType-5,2,0,27,216,72,40516,13h30
CallType-5,2,0,28,199,95,40516,14h
CallType-5,2,0,29,235,129,40516,14h30
CallType-5,2,0,30,235,83,40516,15h
CallType-5,2,0,31,241,76,40516,15h30
CallType-5,2,0,32,259,66,40516,16h
CallType-5,2,0,33,230,53,40516,16h30
CallType-5,2,0,34,303,17,40516,17h
CallType-5,2,0,35,376,76,40516,17h30
CallType-5,2,0,36,367,23,40516,18h
CallType-5,2,0,37,214,25,40516,18h30
CallType-5,2,0,38,175,2,40516,19h
CallType-5,2,1,17,248,8,13/04/2010,8h30
CallType-5,2,1,18,264,40,13/04/2010,9h
CallType-5,2,1,19,246,61,13/04/2010,9h30
CallType-5,2,1,20,274,23,13/04/2010,10h
CallType-5,2,1,21,211,87,13/04/2010,10h30
CallType-5,2,1,22,223,146,13/04/2010,11h
CallType-5,2,1,23,212,121,13/04/2010,11h30
CallType-5,2,1,24,256,32,13/04/2010,12h
CallType-5,2,1,25,262,55,13/04/2010,12h30
CallType-5,2,1,26,256,95,13/04/2010,13h
CallType-5,2,1,27,254,55,13/04/2010,13h30
CallType-5,2,1,28,234,81,13/04/2010,14h
CallType-5,2,1,29,276,61,13/04/2010,14h30
CallType-5,2,1,30,308,47,13/04/2010,15h
CallType-5,2,1,31,270,28,13/04/2010,15h30
CallType-5,2,1,32,172,30,13/04/2010,16h
CallType-5,2,1,33,213,51,13/04/2010,16h30
CallType-5,2,1,34,360,13,13/04/2010,17h
CallType-5,2,1,35,362,66,13/04/2010,17h30
CallType-5,2,1,36,458,34,13/04/2010,18h
CallType-5,2,1,37,345,23,13/04/2010,18h30
CallType-5,2,2,17,280,15,14/04/2010,8h30
CallType-5,2,2,18,350,68,14/04/2010,9h
CallType-5,2,2,19,344,51,14/04/2010,9h30
CallType-5,2,2,20,256,34,14/04/2010,10h
CallType-5,2,2,21,272,70,14/04/2010,10h30
CallType-5,2,2,22,313,129,14/04/2010,11h
CallType-5,2,2,23,243,161,14/04/2010,11h30
CallType-5,2,2,24,212,61,14/04/2010,12h
CallType-5,2,2,25,208,64,14/04/2010,12h30
CallType-5,2,2,26,204,36,14/04/2010,13h
CallType-5,2,2,27,211,45,14/04/2010,13h30
CallType-5,2,2,28,226,51,14/04/2010,14h
CallType-5,2,2,29,237,72,14/04/2010,14h30
CallType-5,2,2,30,234,40,14/04/2010,15h
CallType-5,2,2,31,274,40,14/04/2010,15h30
CallType-5,2,2,32,288,74,14/04/2010,16h
CallType-5,2,2,33,210,78,14/04/2010,16h30
CallType-5,2,2,34,411,38,14/04/2010,17h
CallType-5,2,2,35,265,70,14/04/2010,17h30
CallType-5,2,2,36,341,19,14/04/2010,18h
CallType-5,2,2,37,191,19,14/04/2010,18h30
CallType-5,2,3,17,413,4,15/04/2010,8h30
CallType-5,2,3,18,242,36,15/04/2010,9h
CallType-5,2,3,19,296,25,15/04/2010,9h30
CallType-5,2,3,20,204,17,15/04/2010,10h
CallType-5,2,3,21,195,42,15/04/2010,10h30
CallType-5,2,3,22,214,119,15/04/2010,11h
CallType-5,2,3,23,258,151,15/04/2010,11h30
CallType-5,2,3,24,259,72,15/04/2010,12h
CallType-5,2,3,25,204,32,15/04/2010,12h30
CallType-5,2,3,26,204,57,15/04/2010,13h
CallType-5,2,3,27,218,45,15/04/2010,13h30
CallType-5,2,3,28,223,42,15/04/2010,14h
CallType-5,2,3,29,222,89,15/04/2010,14h30
CallType-5,2,3,30,208,55,15/04/2010,15h
CallType-5,2,3,31,221,53,15/04/2010,15h30
CallType-5,2,3,32,248,38,15/04/2010,16h
CallType-5,2,3,33,217,51,15/04/2010,16h30
CallType-5,2,3,34,226,36,15/04/2010,17h
CallType-5,2,3,35,412,38,15/04/2010,17h30
CallType-5,2,3,36,379,38,15/04/2010,18h
CallType-5,2,3,37,139,17,15/04/2010,18h30
CallType-5,2,4,17,293,21,16/04/2010,8h30
CallType-5,2,4,18,229,28,16/04/2010,9h
CallType-5,2,4,19,228,28,16/04/2010,9h30
CallType-5,2,4,20,174,6,16/04/2010,10h
CallType-5,2,4,21,234,23,16/04/2010,10h30
CallType-5,2,4,22,270,49,16/04/2010,11h
CallType-5,2,4,23,332,89,16/04/2010,11h30
CallType-5,2,4,24,203,32,16/04/2010,12h
CallType-5,2,4,25,292,36,16/04/2010,12h30
CallType-5,2,4,26,223,47,16/04/2010,13h
CallType-5,2,4,27,281,19,16/04/2010,13h30
CallType-5,2,4,28,209,45,16/04/2010,14h
CallType-5,2,4,29,328,28,16/04/2010,14h30
CallType-5,2,4,30,168,34,16/04/2010,15h
CallType-5,2,4,31,304,51,16/04/2010,15h30
CallType-5,2,4,32,274,47,16/04/2010,16h
CallType-5,2,4,33,299,32,16/04/2010,16h30
CallType-5,2,4,34,456,51,16/04/2010,17h
CallType-5,2,4,35,497,49,16/04/2010,17h30
CallType-5,2,4,36,904,13,16/04/2010,18h
CallType-5,2,4,37,203,8,16/04/2010,18h30
CallType-5,2,5,17,515,2,17/04/2010,8h30
CallType-5,2,5,18,515,11,17/04/2010,9h
CallType-5,2,5,19,200,11,17/04/2010,9h30
CallType-5,2,5,20,243,17,17/04/2010,10h
CallType-5,2,5,21,350,15,17/04/2010,10h30
CallType-5,2,5,22,289,25,17/04/2010,11h
CallType-5,2,5,23,420,15,17/04/2010,11h30
CallType-5,2,5,24,218,4,17/04/2010,12h
CallType-5,2,5,25,177,2,17/04/2010,12h30
CallType-5,3,0,18,292,15,19/04/2010,9h
CallType-5,3,0,19,255,23,19/04/2010,9h30
CallType-5,3,0,20,325,13,19/04/2010,10h
CallType-5,3,0,21,283,36,19/04/2010,10h30
CallType-5,3,0,22,316,98,19/04/2010,11h
CallType-5,3,0,23,277,119,19/04/2010,11h30
CallType-5,3,0,24,323,38,19/04/2010,12h
CallType-5,3,0,25,309,76,19/04/2010,12h30
CallType-5,3,0,26,190,91,19/04/2010,13h
CallType-5,3,0,27,369,83,19/04/2010,13h30
CallType-5,3,0,28,289,78,19/04/2010,14h
CallType-5,3,0,29,327,42,19/04/2010,14h30
CallType-5,3,0,30,160,40,19/04/2010,15h
CallType-5,3,0,31,186,40,19/04/2010,15h30
CallType-5,3,0,32,224,36,19/04/2010,16h
CallType-5,3,0,33,203,36,19/04/2010,16h30
CallType-5,3,0,34,369,49,19/04/2010,17h
CallType-5,3,0,35,446,78,19/04/2010,17h30
CallType-5,3,0,36,399,36,19/04/2010,18h
CallType-5,3,0,37,289,11,19/04/2010,18h30
CallType-5,3,1,17,307,17,20/04/2010,8h30
CallType-5,3,1,18,295,51,20/04/2010,9h
CallType-5,3,1,19,293,42,20/04/2010,9h30
CallType-5,3,1,20,341,38,20/04/2010,10h
CallType-5,3,1,21,349,102,20/04/2010,10h30
CallType-5,3,1,22,416,187,20/04/2010,11h
CallType-5,3,1,23,329,187,20/04/2010,11h30
CallType-5,3,1,24,192,59,20/04/2010,12h
CallType-5,3,1,25,234,38,20/04/2010,12h30
CallType-5,3,1,26,265,51,20/04/2010,13h
CallType-5,3,1,27,185,53,20/04/2010,13h30
CallType-5,3,1,28,237,61,20/04/2010,14h
CallType-5,3,1,29,213,74,20/04/2010,14h30
CallType-5,3,1,30,221,55,20/04/2010,15h
CallType-5,3,1,31,200,61,20/04/2010,15h30
CallType-5,3,1,32,225,72,20/04/2010,16h
CallType-5,3,1,33,224,51,20/04/2010,16h30
CallType-5,3,1,34,295,21,20/04/2010,17h
CallType-5,3,1,35,499,64,20/04/2010,17h30
CallType-5,3,1,36,423,23,20/04/2010,18h
CallType-5,3,1,37,213,21,20/04/2010,18h30
CallType-5,3,2,17,205,11,21/04/2010,8h30
CallType-5,3,2,18,188,28,21/04/2010,9h
CallType-5,3,2,19,279,32,21/04/2010,9h30
CallType-5,3,2,20,342,28,21/04/2010,10h
CallType-5,3,2,21,413,51,21/04/2010,10h30
CallType-5,3,2,22,464,127,21/04/2010,11h
CallType-5,3,2,23,291,93,21/04/2010,11h30
CallType-5,3,2,24,307,28,21/04/2010,12h
CallType-5,3,2,25,217,23,21/04/2010,12h30
CallType-5,3,2,26,195,47,21/04/2010,13h
CallType-5,3,2,27,212,36,21/04/2010,13h30
CallType-5,3,2,28,191,51,21/04/2010,14h
CallType-5,3,2,29,234,49,21/04/2010,14h30
CallType-5,3,2,30,199,34,21/04/2010,15h
CallType-5,3,2,31,213,34,21/04/2010,15h30
CallType-5,3,2,32,225,34,21/04/2010,16h
CallType-5,3,2,33,226,40,21/04/2010,16h30
CallType-5,3,2,34,203,25,21/04/2010,17h
CallType-5,3,2,35,342,85,21/04/2010,17h30
CallType-5,3,2,36,269,28,21/04/2010,18h
CallType-5,3,2,37,182,11,21/04/2010,18h30
CallType-5,3,2,38,81,2,21/04/2010,19h
CallType-5,3,3,17,272,13,22/04/2010,8h30
CallType-5,3,3,18,306,15,22/04/2010,9h
CallType-5,3,3,19,257,25,22/04/2010,9h30
CallType-5,3,3,20,334,19,22/04/2010,10h
CallType-5,3,3,21,218,51,22/04/2010,10h30
CallType-5,3,3,22,199,95,22/04/2010,11h
CallType-5,3,3,23,240,85,22/04/2010,11h30
CallType-5,3,3,24,290,42,22/04/2010,12h
CallType-5,3,3,25,235,36,22/04/2010,12h30
CallType-5,3,3,26,307,61,22/04/2010,13h
CallType-5,3,3,27,175,32,22/04/2010,13h30
CallType-5,3,3,28,231,51,22/04/2010,14h
CallType-5,3,3,29,259,28,22/04/2010,14h30
CallType-5,3,3,30,256,28,22/04/2010,15h
CallType-5,3,3,31,197,30,22/04/2010,15h30
CallType-5,3,3,32,246,49,22/04/2010,16h
CallType-5,3,3,33,182,38,22/04/2010,16h30
CallType-5,3,3,34,245,36,22/04/2010,17h
CallType-5,3,3,35,314,42,22/04/2010,17h30
CallType-5,3,3,36,317,23,22/04/2010,18h
CallType-5,3,3,37,293,19,22/04/2010,18h30
CallType-5,3,4,17,229,6,23/04/2010,8h30
CallType-5,3,4,18,231,23,23/04/2010,9h
CallType-5,3,4,19,216,13,23/04/2010,9h30
CallType-5,3,4,20,288,30,23/04/2010,10h
CallType-5,3,4,21,260,36,23/04/2010,10h30
CallType-5,3,4,22,155,42,23/04/2010,11h
CallType-5,3,4,23,283,64,23/04/2010,11h30
CallType-5,3,4,24,281,19,23/04/2010,12h
CallType-5,3,4,25,284,34,23/04/2010,12h30
CallType-5,3,4,26,176,32,23/04/2010,13h
CallType-5,3,4,27,239,21,23/04/2010,13h30
CallType-5,3,4,28,226,51,23/04/2010,14h
CallType-5,3,4,29,235,42,23/04/2010,14h30
CallType-5,3,4,30,199,32,23/04/2010,15h
CallType-5,3,4,31,241,40,23/04/2010,15h30
CallType-5,3,4,32,320,45,23/04/2010,16h
CallType-5,3,4,33,225,45,23/04/2010,16h30
CallType-5,3,4,34,223,32,23/04/2010,17h
CallType-5,3,4,35,375,19,23/04/2010,17h30
CallType-5,3,4,36,635,6,23/04/2010,18h
CallType-5,3,4,37,136,8,23/04/2010,18h30
CallType-5,3,5,17,182,11,24/04/2010,8h30
CallType-5,3,5,18,304,11,24/04/2010,9h
CallType-5,3,5,19,330,17,24/04/2010,9h30
CallType-5,3,5,20,330,6,24/04/2010,10h
CallType-5,3,5,21,330,4,24/04/2010,10h30
CallType-5,3,5,22,330,6,24/04/2010,11h
CallType-5,3,5,23,330,2,24/04/2010,11h30
CallType-5,3,5,24,1418,8,24/04/2010,12h
CallType-5,3,5,25,123,13,24/04/2010,12h30
CallType-6,0,0,17,102,1,29/03/2010,8h30
CallType-6,0,0,18,195,7,29/03/2010,9h
CallType-6,0,0,19,66,1,29/03/2010,9h30
CallType-6,0,0,20,299,7,29/03/2010,10h
CallType-6,0,0,21,251,10,29/03/2010,10h30
CallType-6,0,0,22,212,10,29/03/2010,11h
CallType-6,0,0,24,127,1,29/03/2010,12h
CallType-6,0,0,25,128,2,29/03/2010,12h30
CallType-6,0,0,26,144,3,29/03/2010,13h
CallType-6,0,0,27,173,2,29/03/2010,13h30
CallType-6,0,0,28,145,3,29/03/2010,14h
CallType-6,0,0,29,154,10,29/03/2010,14h30
CallType-6,0,0,30,129,3,29/03/2010,15h
CallType-6,0,0,31,137,3,29/03/2010,15h30
CallType-6,0,0,32,83,8,29/03/2010,16h
CallType-6,0,0,33,167,10,29/03/2010,16h30
CallType-6,0,0,34,167,2,29/03/2010,17h
CallType-6,0,0,35,332,6,29/03/2010,17h30
CallType-6,0,0,36,207,2,29/03/2010,18h
CallType-6,0,0,37,179,5,29/03/2010,18h30
CallType-6,0,1,17,182,1,30/03/2010,8h30
CallType-6,0,1,18,56,2,30/03/2010,9h
CallType-6,0,1,19,190,1,30/03/2010,9h30
CallType-6,0,1,20,218,12,30/03/2010,10h
CallType-6,0,1,21,146,13,30/03/2010,10h30
CallType-6,0,1,22,219,18,30/03/2010,11h
CallType-6,0,1,23,256,13,30/03/2010,11h30
CallType-6,0,1,24,279,3,30/03/2010,12h
CallType-6,0,1,25,493,1,30/03/2010,12h30
CallType-6,0,1,26,300,1,30/03/2010,13h
CallType-6,0,1,27,402,6,30/03/2010,13h30
CallType-6,0,1,28,300,3,30/03/2010,14h
CallType-6,0,1,29,264,5,30/03/2010,14h30
CallType-6,0,1,30,161,10,30/03/2010,15h
CallType-6,0,1,31,225,11,30/03/2010,15h30
CallType-6,0,1,32,201,7,30/03/2010,16h
CallType-6,0,1,33,174,10,30/03/2010,16h30
CallType-6,0,1,34,173,7,30/03/2010,17h
CallType-6,0,1,37,330,2,30/03/2010,18h30
CallType-6,0,2,17,179,4,31/03/2010,8h30
CallType-6,0,2,18,126,6,31/03/2010,9h
CallType-6,0,2,19,161,4,31/03/2010,9h30
CallType-6,0,2,20,147,12,31/03/2010,10h
CallType-6,0,2,21,139,17,31/03/2010,10h30
CallType-6,0,2,22,165,18,31/03/2010,11h
CallType-6,0,2,23,199,11,31/03/2010,11h30
CallType-6,0,2,24,56,4,31/03/2010,12h
CallType-6,0,2,25,97,3,31/03/2010,12h30
CallType-6,0,2,26,181,3,31/03/2010,13h
CallType-6,0,2,27,591,4,31/03/2010,13h30
CallType-6,0,2,28,203,1,31/03/2010,14h
CallType-6,0,2,29,163,3,31/03/2010,14h30
CallType-6,0,2,30,178,12,31/03/2010,15h
CallType-6,0,2,31,177,11,31/03/2010,15h30
CallType-6,0,2,32,219,15,31/03/2010,16h
CallType-6,0,2,33,114,2,31/03/2010,16h30
CallType-6,0,2,34,214,1,31/03/2010,17h
CallType-6,0,2,35,181,4,31/03/2010,17h30
CallType-6,0,2,36,240,1,31/03/2010,18h
CallType-6,0,2,37,55,1,31/03/2010,18h30
CallType-6,0,3,17,40,3,40182,8h30
CallType-6,0,3,18,206,5,40182,9h
CallType-6,0,3,19,301,6,40182,9h30
CallType-6,0,3,20,156,6,40182,10h
CallType-6,0,3,21,196,5,40182,10h30
CallType-6,0,3,22,235,3,40182,11h
CallType-6,0,3,23,94,3,40182,11h30
CallType-6,0,3,24,260,2,40182,12h
CallType-6,0,3,25,133,3,40182,12h30
CallType-6,0,3,26,198,6,40182,13h
CallType-6,0,3,27,223,4,40182,13h30
CallType-6,0,3,28,321,2,40182,14h
CallType-6,0,3,29,60,1,40182,14h30
CallType-6,0,3,30,185,7,40182,15h
CallType-6,0,3,31,91,3,40182,15h30
CallType-6,0,3,32,169,3,40182,16h
CallType-6,0,3,33,285,2,40182,16h30
CallType-6,0,3,34,140,2,40182,17h
CallType-6,0,3,35,316,3,40182,17h30
CallType-6,0,3,37,221,3,40182,18h30
CallType-6,0,4,18,167,2,40213,9h
CallType-6,0,4,19,135,7,40213,9h30
CallType-6,0,4,20,181,13,40213,10h
CallType-6,0,4,21,188,30,40213,10h30
CallType-6,0,4,22,238,15,40213,11h
CallType-6,0,4,23,209,8,40213,11h30
CallType-6,0,4,24,102,3,40213,12h
CallType-6,0,4,25,227,2,40213,12h30
CallType-6,0,4,26,102,2,40213,13h
CallType-6,0,4,27,184,2,40213,13h30
CallType-6,0,4,28,305,4,40213,14h
CallType-6,0,4,29,326,3,40213,14h30
CallType-6,0,4,30,134,6,40213,15h
CallType-6,0,4,31,166,1,40213,15h30
CallType-6,0,4,32,154,6,40213,16h
CallType-6,0,4,33,368,1,40213,16h30
CallType-6,0,4,34,247,5,40213,17h
CallType-6,0,4,35,787,1,40213,17h30
CallType-6,0,4,36,251,3,40213,18h
