objectId,week,dayIndex,timeSlotIndex,numberCalls,date,timeSlotLabel
CallType-5,0,2,18,57,31/03/2010,9h
CallType-5,0,2,19,81,31/03/2010,9h30
CallType-5,0,2,20,61,31/03/2010,10h
CallType-5,0,2,21,53,31/03/2010,10h30
CallType-5,0,2,22,108,31/03/2010,11h
CallType-5,0,2,23,81,31/03/2010,11h30
CallType-5,0,2,24,30,31/03/2010,12h
CallType-5,0,2,25,36,31/03/2010,12h30
CallType-5,0,2,26,38,31/03/2010,13h
CallType-5,0,2,27,36,31/03/2010,13h30
CallType-5,0,2,28,61,31/03/2010,14h
CallType-5,0,2,29,57,31/03/2010,14h30
CallType-5,0,2,30,66,31/03/2010,15h
CallType-5,0,2,31,55,31/03/2010,15h30
CallType-5,0,2,32,81,31/03/2010,16h
CallType-5,0,2,33,25,31/03/2010,16h30
CallType-5,0,2,34,42,31/03/2010,17h
CallType-5,0,2,35,55,31/03/2010,17h30
CallType-5,0,2,36,32,31/03/2010,18h
CallType-5,0,2,37,25,31/03/2010,18h30
CallType-5,0,2,38,6,31/03/2010,19h
CallType-5,0,3,17,42,40182,8h30
CallType-5,0,3,18,57,40182,9h
CallType-5,0,3,19,66,40182,9h30
CallType-5,0,3,20,53,40182,10h
CallType-5,0,3,21,61,40182,10h30
CallType-5,0,3,22,89,40182,11h
CallType-5,0,3,23,91,40182,11h30
CallType-5,0,3,24,38,40182,12h
CallType-5,0,3,25,38,40182,12h30
CallType-5,0,3,26,78,40182,13h
CallType-5,0,3,27,55,40182,13h30
CallType-5,0,3,28,64,40182,14h
CallType-5,0,3,29,59,40182,14h30
CallType-5,0,3,30,68,40182,15h
CallType-5,0,3,31,28,40182,15h30
CallType-5,0,3,32,57,40182,16h
CallType-5,0,3,33,42,40182,16h30
CallType-5,0,3,34,57,40182,17h
CallType-5,0,3,35,57,40182,17h30
CallType-5,0,3,36,21,40182,18h
CallType-5,0,3,37,11,40182,18h30
CallType-5,0,4,17,17,40213,8h30
CallType-5,0,4,18,45,40213,9h
CallType-5,0,4,19,51,40213,9h30
CallType-5,0,4,20,45,40213,10h
CallType-5,0,4,21,40,40213,10h30
CallType-5,0,4,22,85,40213,11h
CallType-5,0,4,23,81,40213,11h30
CallType-5,0,4,24,34,40213,12h
CallType-5,0,4,25,51,40213,12h30
CallType-5,0,4,26,57,40213,13h
CallType-5,0,4,27,64,40213,13h30
CallType-5,0,4,28,61,40213,14h
CallType-5,0,4,29,49,40213,14h30
CallType-5,0,4,30,51,40213,15h
CallType-5,0,4,31,68,40213,15h30
CallType-5,0,4,32,32,40213,16h
CallType-5,0,4,33,68,40213,16h30
CallType-5,0,4,34,51,40213,17h
CallType-5,0,4,35,49,40213,17h30
CallType-5,0,4,36,15,40213,18h
CallType-5,0,4,37,19,40213,18h30
CallType-5,0,5,17,4,40241,8h30
CallType-5,0,5,18,17,40241,9h
CallType-5,0,5,19,19,40241,9h30
CallType-5,0,5,20,19,40241,10h
CallType-5,0,5,21,13,40241,10h30
CallType-5,0,5,22,30,40241,11h
CallType-5,0,5,23,21,40241,11h30
CallType-5,0,5,24,8,40241,12h
CallType-5,0,5,25,6,40241,12h30
CallType-5,1,0,17,4,40302,8h30
CallType-5,1,0,18,19,40302,9h
CallType-5,1,0,19,40,40302,9h30
CallType-5,1,0,20,55,40302,10h
CallType-5,1,0,21,51,40302,10h30
CallType-5,1,0,22,123,40302,11h
CallType-5,1,0,23,134,40302,11h30
CallType-5,1,0,24,38,40302,12h
CallType-5,1,0,25,47,40302,12h30
CallType-5,1,0,26,42,40302,13h
CallType-5,1,0,27,72,40302,13h30
CallType-5,1,0,28,95,40302,14h
CallType-5,1,0,29,129,40302,14h30
CallType-5,1,0,30,83,40302,15h
CallType-5,1,0,31,76,40302,15h30
CallType-5,1,0,32,66,40302,16h
CallType-5,1,0,33,53,40302,16h30
CallType-5,1,0,34,17,40302,17h
CallType-5,1,0,35,76,40302,17h30
CallType-5,1,0,36,23,40302,18h
CallType-5,1,0,37,25,40302,18h30
CallType-5,1,0,38,2,40302,19h
CallType-5,1,1,17,8,40333,8h30
CallType-5,1,1,18,21,40333,9h
CallType-5,1,1,19,49,40333,9h30
CallType-5,1,1,20,19,40333,10h
CallType-5,1,1,21,49,40333,10h30
CallType-5,1,1,22,98,40333,11h
CallType-5,1,1,23,83,40333,11h30
CallType-5,1,1,24,45,40333,12h
CallType-5,1,1,25,28,40333,12h30
CallType-5,1,1,26,51,40333,13h
CallType-5,1,1,27,55,40333,13h30
CallType-5,1,1,28,125,40333,14h
CallType-5,1,1,29,138,40333,14h30
CallType-5,1,1,30,78,40333,15h
CallType-5,1,1,31,49,40333,15h30
CallType-5,1,1,32,34,40333,16h
CallType-5,1,1,33,61,40333,16h30
CallType-5,1,1,34,23,40333,17h
CallType-5,1,1,35,57,40333,17h30
CallType-5,1,1,36,25,40333,18h
CallType-5,1,1,37,13,40333,18h30
CallType-5,1,2,17,13,40363,8h30
CallType-5,1,2,18,42,40363,9h
CallType-5,1,2,19,34,40363,9h30
CallType-5,1,2,20,23,40363,10h
CallType-5,1,2,21,61,40363,10h30
CallType-5,1,2,22,83,40363,11h
CallType-5,1,2,23,91,40363,11h30
CallType-5,1,2,24,36,40363,12h
CallType-5,1,2,25,25,40363,12h30
CallType-5,1,2,26,51,40363,13h
CallType-5,1,2,27,19,40363,13h30
CallType-5,1,2,28,51,40363,14h
CallType-5,1,2,29,61,40363,14h30
CallType-5,1,2,30,47,40363,15h
CallType-5,1,2,31,59,40363,15h30
CallType-5,1,2,32,53,40363,16h
CallType-5,1,2,33,61,40363,16h30
CallType-5,1,2,34,42,40363,17h
CallType-5,1,2,35,30,40363,17h30
CallType-5,1,2,36,28,40363,18h
CallType-5,1,2,37,25,40363,18h30
CallType-5,1,3,17,13,40394,8h30
CallType-5,1,3,18,25,40394,9h
CallType-5,1,3,19,49,40394,9h30
CallType-5,1,3,20,23,40394,10h
CallType-5,1,3,21,61,40394,10h30
CallType-5,1,3,22,110,40394,11h
CallType-5,1,3,23,106,40394,11h30
CallType-5,1,3,24,30,40394,12h
CallType-5,1,3,25,49,40394,12h30
CallType-5,1,3,26,38,40394,13h
CallType-5,1,3,27,36,40394,13h30
CallType-5,1,3,28,66,40394,14h
CallType-5,1,3,29,15,40394,14h30
CallType-5,1,3,30,40,40394,15h
CallType-5,1,3,31,59,40394,15h30
CallType-5,1,3,32,53,40394,16h
CallType-5,1,3,33,53,40394,16h30
CallType-5,1,3,34,25,40394,17h
CallType-5,1,3,35,47,40394,17h30
CallType-5,1,3,36,28,40394,18h
CallType-5,1,3,37,2,40394,18h30
CallType-5,1,4,17,17,40425,8h30
CallType-5,1,4,18,11,40425,9h
CallType-5,1,4,19,32,40425,9h30
CallType-5,1,4,20,28,40425,10h
CallType-5,1,4,21,28,40425,10h30
CallType-5,1,4,22,47,40425,11h
CallType-5,1,4,23,64,40425,11h30
CallType-5,1,4,24,30,40425,12h
CallType-5,1,4,25,42,40425,12h30
CallType-5,1,4,26,45,40425,13h
CallType-5,1,4,27,53,40425,13h30
CallType-5,1,4,28,68,40425,14h
CallType-5,1,4,29,59,40425,14h30
CallType-5,1,4,30,8,40425,15h
CallType-5,1,4,31,45,40425,15h30
CallType-5,1,4,32,51,40425,16h
CallType-5,1,4,33,30,40425,16h30
CallType-5,1,4,34,61,40425,17h
CallType-5,1,4,35,25,40425,17h30
CallType-5,1,4,36,21,40425,18h
CallType-5,1,4,37,8,40425,18h30
CallType-5,1,5,17,6,40455,8h30
CallType-5,1,5,18,17,40455,9h
CallType-5,1,5,19,23,40455,9h30
CallType-5,1,5,20,19,40455,10h
CallType-5,1,5,21,21,40455,10h30
CallType-5,1,5,22,21,40455,11h
CallType-5,1,5,23,25,40455,11h30
CallType-5,1,5,24,11,40455,12h
CallType-5,1,5,25,2,40455,12h30
CallType-5,1,5,26,2,40455,13h
CallType-5,2,0,17,4,40516,8h30
CallType-5,2,0,18,19,40516,9h
CallType-5,2,0,19,40,40516,9h30
CallType-5,2,0,20,55,40516,10h
CallType-5,2,0,21,51,40516,10h30
CallType-5,2,0,22,123,40516,11h
CallType-5,2,0,23,134,40516,11h30
CallType-5,2,0,24,38,40516,12h
CallType-5,2,0,25,47,40516,12h30
CallType-5,2,0,26,42,40516,13h
CallType-5,2,0,27,72,40516,13h30
CallType-5,2,0,28,95,40516,14h
CallType-5,2,0,29,129,40516,14h30
CallType-5,2,0,30,83,40516,15h
CallType-5,2,0,31,76,40516,15h30
CallType-5,2,0,32,66,40516,16h
CallType-5,2,0,33,53,40516,16h30
CallType-5,2,0,34,17,40516,17h
CallType-5,2,0,35,76,40516,17h30
CallType-5,2,0,36,23,40516,18h
CallType-5,2,0,37,25,40516,18h30
CallType-5,2,0,38,2,40516,19h
CallType-5,2,1,17,8,13/04/2010,8h30
CallType-5,2,1,18,40,13/04/2010,9h
CallType-5,2,1,19,61,13/04/2010,9h30
CallType-5,2,1,20,23,13/04/2010,10h
CallType-5,2,1,21,87,13/04/2010,10h30
CallType-5,2,1,22,146,13/04/2010,11h
CallType-5,2,1,23,121,13/04/2010,11h30
CallType-5,2,1,24,32,13/04/2010,12h
CallType-5,2,1,25,55,13/04/2010,12h30
CallType-5,2,1,26,95,13/04/2010,13h
CallType-5,2,1,27,55,13/04/2010,13h30
CallType-5,2,1,28,81,13/04/2010,14h
CallType-5,2,1,29,61,13/04/2010,14h30
CallType-5,2,1,30,47,13/04/2010,15h
CallType-5,2,1,31,28,13/04/2010,15h30
CallType-5,2,1,32,30,13/04/2010,16h
CallType-5,2,1,33,51,13/04/2010,16h30
CallType-5,2,1,34,13,13/04/2010,17h
CallType-5,2,1,35,66,13/04/2010,17h30
CallType-5,2,1,36,34,13/04/2010,18h
CallType-5,2,1,37,23,13/04/2010,18h30
CallType-5,2,2,17,15,14/04/2010,8h30
CallType-5,2,2,18,68,14/04/2010,9h
CallType-5,2,2,19,51,14/04/2010,9h30
CallType-5,2,2,20,34,14/04/2010,10h
CallType-5,2,2,21,70,14/04/2010,10h30
CallType-5,2,2,22,129,14/04/2010,11h
CallType-5,2,2,23,161,14/04/2010,11h30
CallType-5,2,2,24,61,14/04/2010,12h
CallType-5,2,2,25,64,14/04/2010,12h30
CallType-5,2,2,26,36,14/04/2010,13h
CallType-5,2,2,27,45,14/04/2010,13h30
CallType-5,2,2,28,51,14/04/2010,14h
CallType-5,2,2,29,72,14/04/2010,14h30
CallType-5,2,2,30,40,14/04/2010,15h
CallType-5,2,2,31,40,14/04/2010,15h30
CallType-5,2,2,32,74,14/04/2010,16h
CallType-5,2,2,33,78,14/04/2010,16h30
CallType-5,2,2,34,38,14/04/2010,17h
CallType-5,2,2,35,70,14/04/2010,17h30
CallType-5,2,2,36,19,14/04/2010,18h
CallType-5,2,2,37,19,14/04/2010,18h30
CallType-5,2,3,17,4,15/04/2010,8h30
CallType-5,2,3,18,36,15/04/2010,9h
CallType-5,2,3,19,25,15/04/2010,9h30
CallType-5,2,3,20,17,15/04/2010,10h
CallType-5,2,3,21,42,15/04/2010,10h30
CallType-5,2,3,22,119,15/04/2010,11h
CallType-5,2,3,23,151,15/04/2010,11h30
CallType-5,2,3,24,72,15/04/2010,12h
CallType-5,2,3,25,32,15/04/2010,12h30
CallType-5,2,3,26,57,15/04/2010,13h
CallType-5,2,3,27,45,15/04/2010,13h30
CallType-5,2,3,28,42,15/04/2010,14h
CallType-5,2,3,29,89,15/04/2010,14h30
CallType-5,2,3,30,55,15/04/2010,15h
CallType-5,2,3,31,53,15/04/2010,15h30
CallType-5,2,3,32,38,15/04/2010,16h
CallType-5,2,3,33,51,15/04/2010,16h30
CallType-5,2,3,34,36,15/04/2010,17h
CallType-5,2,3,35,38,15/04/2010,17h30
CallType-5,2,3,36,38,15/04/2010,18h
CallType-5,2,3,37,17,15/04/2010,18h30
CallType-5,2,4,17,21,16/04/2010,8h30
CallType-5,2,4,18,28,16/04/2010,9h
CallType-5,2,4,19,28,16/04/2010,9h30
CallType-5,2,4,20,6,16/04/2010,10h
CallType-5,2,4,21,23,16/04/2010,10h30
CallType-5,2,4,22,49,16/04/2010,11h
CallType-5,2,4,23,89,16/04/2010,11h30
CallType-5,2,4,24,32,16/04/2010,12h
CallType-5,2,4,25,36,16/04/2010,12h30
CallType-5,2,4,26,47,16/04/2010,13h
CallType-5,2,4,27,19,16/04/2010,13h30
CallType-5,2,4,28,45,16/04/2010,14h
CallType-5,2,4,29,28,16/04/2010,14h30
CallType-5,2,4,30,34,16/04/2010,15h
CallType-5,2,4,31,51,16/04/2010,15h30
CallType-5,2,4,32,47,16/04/2010,16h
CallType-5,2,4,33,32,16/04/2010,16h30
CallType-5,2,4,34,51,16/04/2010,17h
CallType-5,2,4,35,49,16/04/2010,17h30
CallType-5,2,4,36,13,16/04/2010,18h
CallType-5,2,4,37,8,16/04/2010,18h30
CallType-5,2,5,17,2,17/04/2010,8h30
CallType-5,2,5,18,11,17/04/2010,9h
CallType-5,2,5,19,11,17/04/2010,9h30
CallType-5,2,5,20,17,17/04/2010,10h
CallType-5,2,5,21,15,17/04/2010,10h30
CallType-5,2,5,22,25,17/04/2010,11h
CallType-5,2,5,23,15,17/04/2010,11h30
CallType-5,2,5,24,4,17/04/2010,12h
CallType-5,2,5,25,2,17/04/2010,12h30
CallType-5,3,0,18,15,19/04/2010,9h
CallType-5,3,0,19,23,19/04/2010,9h30
CallType-5,3,0,20,13,19/04/2010,10h
CallType-5,3,0,21,36,19/04/2010,10h30
CallType-5,3,0,22,98,19/04/2010,11h
CallType-5,3,0,23,119,19/04/2010,11h30
CallType-5,3,0,24,38,19/04/2010,12h
CallType-5,3,0,25,76,19/04/2010,12h30
CallType-5,3,0,26,91,19/04/2010,13h
CallType-5,3,0,27,83,19/04/2010,13h30
CallType-5,3,0,28,78,19/04/2010,14h
CallType-5,3,0,29,42,19/04/2010,14h30
CallType-5,3,0,30,40,19/04/2010,15h
CallType-5,3,0,31,40,19/04/2010,15h30
CallType-5,3,0,32,36,19/04/2010,16h
CallType-5,3,0,33,36,19/04/2010,16h30
CallType-5,3,0,34,49,19/04/2010,17h
CallType-5,3,0,35,78,19/04/2010,17h30
CallType-5,3,0,36,36,19/04/2010,18h
CallType-5,3,0,37,11,19/04/2010,18h30
CallType-5,3,1,17,17,20/04/2010,8h30
CallType-5,3,1,18,51,20/04/2010,9h
CallType-5,3,1,19,42,20/04/2010,9h30
CallType-5,3,1,20,38,20/04/2010,10h
CallType-5,3,1,21,102,20/04/2010,10h30
CallType-5,3,1,22,187,20/04/2010,11h
CallType-5,3,1,23,187,20/04/2010,11h30
CallType-5,3,1,24,59,20/04/2010,12h
CallType-5,3,1,25,38,20/04/2010,12h30
CallType-5,3,1,26,51,20/04/2010,13h
CallType-5,3,1,27,53,20/04/2010,13h30
CallType-5,3,1,28,61,20/04/2010,14h
CallType-5,3,1,29,74,20/04/2010,14h30
CallType-5,3,1,30,55,20/04/2010,15h
CallType-5,3,1,31,61,20/04/2010,15h30
CallType-5,3,1,32,72,20/04/2010,16h
CallType-5,3,1,33,51,20/04/2010,16h30
CallType-5,3,1,34,21,20/04/2010,17h
CallType-5,3,1,35,64,20/04/2010,17h30
CallType-5,3,1,36,23,20/04/2010,18h
CallType-5,3,1,37,21,20/04/2010,18h30
CallType-5,3,2,17,11,21/04/2010,8h30
CallType-5,3,2,18,28,21/04/2010,9h
CallType-5,3,2,19,32,21/04/2010,9h30
CallType-5,3,2,20,28,21/04/2010,10h
CallType-5,3,2,21,51,21/04/2010,10h30
CallType-5,3,2,22,127,21/04/2010,11h
CallType-5,3,2,23,93,21/04/2010,11h30
CallType-5,3,2,24,28,21/04/2010,12h
CallType-5,3,2,25,23,21/04/2010,12h30
CallType-5,3,2,26,47,21/04/2010,13h
CallType-5,3,2,27,36,21/04/2010,13h30
CallType-5,3,2,28,51,21/04/2010,14h
CallType-5,3,2,29,49,21/04/2010,14h30
CallType-5,3,2,30,34,21/04/2010,15h
CallType-5,3,2,31,34,21/04/2010,15h30
CallType-5,3,2,32,34,21/04/2010,16h
CallType-5,3,2,33,40,21/04/2010,16h30
CallType-5,3,2,34,25,21/04/2010,17h
CallType-5,3,2,35,85,21/04/2010,17h30
CallType-5,3,2,36,28,21/04/2010,18h
CallType-5,3,2,37,11,21/04/2010,18h30
CallType-5,3,2,38,2,21/04/2010,19h
CallType-5,3,3,17,13,22/04/2010,8h30
CallType-5,3,3,18,15,22/04/2010,9h
CallType-5,3,3,19,25,22/04/2010,9h30
CallType-5,3,3,20,19,22/04/2010,10h
CallType-5,3,3,21,51,22/04/2010,10h30
CallType-5,3,3,22,95,22/04/2010,11h
CallType-5,3,3,23,85,22/04/2010,11h30
CallType-5,3,3,24,42,22/04/2010,12h
CallType-5,3,3,25,36,22/04/2010,12h30
CallType-5,3,3,26,61,22/04/2010,13h
CallType-5,3,3,27,32,22/04/2010,13h30
CallType-5,3,3,28,51,22/04/2010,14h
CallType-5,3,3,29,28,22/04/2010,14h30
CallType-5,3,3,30,28,22/04/2010,15h
CallType-5,3,3,31,30,22/04/2010,15h30
CallType-5,3,3,32,49,22/04/2010,16h
CallType-5,3,3,33,38,22/04/2010,16h30
CallType-5,3,3,34,36,22/04/2010,17h
CallType-5,3,3,35,42,22/04/2010,17h30
CallType-5,3,3,36,23,22/04/2010,18h
CallType-5,3,3,37,19,22/04/2010,18h30
CallType-5,3,4,17,6,23/04/2010,8h30
CallType-5,3,4,18,23,23/04/2010,9h
CallType-5,3,4,19,13,23/04/2010,9h30
CallType-5,3,4,20,30,23/04/2010,10h
CallType-5,3,4,21,36,23/04/2010,10h30
CallType-5,3,4,22,42,23/04/2010,11h
CallType-5,3,4,23,64,23/04/2010,11h30
CallType-5,3,4,24,19,23/04/2010,12h
CallType-5,3,4,25,34,23/04/2010,12h30
CallType-5,3,4,26,32,23/04/2010,13h
CallType-5,3,4,27,21,23/04/2010,13h30
CallType-5,3,4,28,51,23/04/2010,14h
CallType-5,3,4,29,42,23/04/2010,14h30
CallType-5,3,4,30,32,23/04/2010,15h
CallType-5,3,4,31,40,23/04/2010,15h30
CallType-5,3,4,32,45,23/04/2010,16h
CallType-5,3,4,33,45,23/04/2010,16h30
CallType-5,3,4,34,32,23/04/2010,17h
CallType-5,3,4,35,19,23/04/2010,17h30
CallType-5,3,4,36,6,23/04/2010,18h
CallType-5,3,4,37,8,23/04/2010,18h30
CallType-5,3,5,17,11,24/04/2010,8h30
CallType-5,3,5,18,11,24/04/2010,9h
CallType-5,3,5,19,17,24/04/2010,9h30
CallType-5,3,5,20,6,24/04/2010,10h
CallType-5,3,5,21,4,24/04/2010,10h30
CallType-5,3,5,22,6,24/04/2010,11h
CallType-5,3,5,23,2,24/04/2010,11h30
CallType-5,3,5,24,8,24/04/2010,12h
CallType-5,3,5,25,13,24/04/2010,12h30
CallType-6,0,0,17,1,29/03/2010,8h30
CallType-6,0,0,18,7,29/03/2010,9h
CallType-6,0,0,19,1,29/03/2010,9h30
CallType-6,0,0,20,7,29/03/2010,10h
CallType-6,0,0,21,10,29/03/2010,10h30
CallType-6,0,0,22,10,29/03/2010,11h
CallType-6,0,0,24,1,29/03/2010,12h
CallType-6,0,0,25,2,29/03/2010,12h30
CallType-6,0,0,26,3,29/03/2010,13h
CallType-6,0,0,27,2,29/03/2010,13h30
CallType-6,0,0,28,3,29/03/2010,14h
CallType-6,0,0,29,10,29/03/2010,14h30
CallType-6,0,0,30,3,29/03/2010,15h
CallType-6,0,0,31,3,29/03/2010,15h30
CallType-6,0,0,32,8,29/03/2010,16h
CallType-6,0,0,33,10,29/03/2010,16h30
CallType-6,0,0,34,2,29/03/2010,17h
CallType-6,0,0,35,6,29/03/2010,17h30
CallType-6,0,0,36,2,29/03/2010,18h
CallType-6,0,0,37,5,29/03/2010,18h30
CallType-6,0,1,17,1,30/03/2010,8h30
CallType-6,0,1,18,2,30/03/2010,9h
CallType-6,0,1,19,1,30/03/2010,9h30
CallType-6,0,1,20,12,30/03/2010,10h
CallType-6,0,1,21,13,30/03/2010,10h30
CallType-6,0,1,22,18,30/03/2010,11h
CallType-6,0,1,23,13,30/03/2010,11h30
CallType-6,0,1,24,3,30/03/2010,12h
CallType-6,0,1,25,1,30/03/2010,12h30
CallType-6,0,1,26,1,30/03/2010,13h
CallType-6,0,1,27,6,30/03/2010,13h30
CallType-6,0,1,28,3,30/03/2010,14h
CallType-6,0,1,29,5,30/03/2010,14h30
CallType-6,0,1,30,10,30/03/2010,15h
CallType-6,0,1,31,11,30/03/2010,15h30
CallType-6,0,1,32,7,30/03/2010,16h
CallType-6,0,1,33,10,30/03/2010,16h30
CallType-6,0,1,34,7,30/03/2010,17h
CallType-6,0,1,37,2,30/03/2010,18h30
CallType-6,0,2,17,4,31/03/2010,8h30
CallType-6,0,2,18,6,31/03/2010,9h
CallType-6,0,2,19,4,31/03/2010,9h30
CallType-6,0,2,20,12,31/03/2010,10h
CallType-6,0,2,21,17,31/03/2010,10h30
CallType-6,0,2,22,18,31/03/2010,11h
CallType-6,0,2,23,11,31/03/2010,11h30
CallType-6,0,2,24,4,31/03/2010,12h
CallType-6,0,2,25,3,31/03/2010,12h30
CallType-6,0,2,26,3,31/03/2010,13h
CallType-6,0,2,27,4,31/03/2010,13h30
CallType-6,0,2,28,1,31/03/2010,14h
CallType-6,0,2,29,3,31/03/2010,14h30
CallType-6,0,2,30,12,31/03/2010,15h
CallType-6,0,2,31,11,31/03/2010,15h30
CallType-6,0,2,32,15,31/03/2010,16h
CallType-6,0,2,33,2,31/03/2010,16h30
CallType-6,0,2,34,1,31/03/2010,17h
CallType-6,0,2,35,4,31/03/2010,17h30
CallType-6,0,2,36,1,31/03/2010,18h
CallType-6,0,2,37,1,31/03/2010,18h30
CallType-6,0,3,17,3,40182,8h30
CallType-6,0,3,18,5,40182,9h
CallType-6,0,3,19,6,40182,9h30
CallType-6,0,3,20,6,40182,10h
CallType-6,0,3,21,5,40182,10h30
CallType-6,0,3,22,3,40182,11h
CallType-6,0,3,23,3,40182,11h30
CallType-6,0,3,24,2,40182,12h
CallType-6,0,3,25,3,40182,12h30
CallType-6,0,3,26,6,40182,13h
CallType-6,0,3,27,4,40182,13h30
CallType-6,0,3,28,2,40182,14h
CallType-6,0,3,29,1,40182,14h30
CallType-6,0,3,30,7,40182,15h
CallType-6,0,3,31,3,40182,15h30
CallType-6,0,3,32,3,40182,16h
CallType-6,0,3,33,2,40182,16h30
CallType-6,0,3,34,2,40182,17h
CallType-6,0,3,35,3,40182,17h30
CallType-6,0,3,37,3,40182,18h30
CallType-6,0,4,18,2,40213,9h
CallType-6,0,4,19,7,40213,9h30
CallType-6,0,4,20,13,40213,10h
CallType-6,0,4,21,30,40213,10h30
CallType-6,0,4,22,15,40213,11h
CallType-6,0,4,23,8,40213,11h30
CallType-6,0,4,24,3,40213,12h
CallType-6,0,4,25,2,40213,12h30
CallType-6,0,4,26,2,40213,13h
CallType-6,0,4,27,2,40213,13h30
CallType-6,0,4,28,4,40213,14h
CallType-6,0,4,29,3,40213,14h30
CallType-6,0,4,30,6,40213,15h
CallType-6,0,4,31,1,40213,15h30
CallType-6,0,4,32,6,40213,16h
CallType-6,0,4,33,1,40213,16h30
CallType-6,0,4,34,5,40213,17h
CallType-6,0,4,35,1,40213,17h30
CallType-6,0,4,36,3,40213,18h
CallType-6,1,0,18,3,40302,9h
CallType-6,1,0,19,3,40302,9h30
CallType-6,1,0,20,8,40302,10h
CallType-6,1,0,21,10,40302,10h30
CallType-6,1,0,22,5,40302,11h
CallType-6,1,0,23,11,40302,11h30
CallType-6,1,0,24,3,40302,12h
CallType-6,1,0,25,1,40302,12h30
CallType-6,1,0,26,1,40302,13h
CallType-6,1,0,27,4,40302,13h30
CallType-6,1,0,28,5,40302,14h
CallType-6,1,0,29,7,40302,14h30
CallType-6,1,0,30,5,40302,15h
CallType-6,1,0,31,6,40302,15h30
CallType-6,1,0,32,5,40302,16h
CallType-6,1,0,33,6,40302,16h30
CallType-6,1,0,34,5,40302,17h
CallType-6,1,0,35,2,40302,17h30
CallType-6,1,1,17,1,40333,8h30
CallType-6,1,1,18,2,40333,9h
CallType-6,1,1,19,6,40333,9h30
CallType-6,1,1,20,8,40333,10h
CallType-6,1,1,21,1,40333,10h30
CallType-6,1,1,22,6,40333,11h
CallType-6,1,1,23,2,40333,11h30
CallType-6,1,1,24,1,40333,12h
CallType-6,1,1,26,4,40333,13h
CallType-6,1,1,27,3,40333,13h30
CallType-6,1,1,28,1,40333,14h
CallType-6,1,1,31,4,40333,15h30
CallType-6,1,1,32,5,40333,16h
CallType-6,1,1,33,5,40333,16h30
CallType-6,1,1,34,1,40333,17h
CallType-6,1,1,35,2,40333,17h30
CallType-6,1,2,17,3,40363,8h30
CallType-6,1,2,18,3,40363,9h
CallType-6,1,2,20,5,40363,10h
CallType-6,1,2,21,7,40363,10h30
CallType-6,1,2,22,14,40363,11h
CallType-6,1,2,23,5,40363,11h30
CallType-6,1,2,24,4,40363,12h
CallType-6,1,2,25,3,40363,12h30
CallType-6,1,2,26,3,40363,13h
CallType-6,1,2,27,7,40363,13h30
CallType-6,1,2,28,6,40363,14h
CallType-6,1,2,29,4,40363,14h30
CallType-6,1,2,30,7,40363,15h
CallType-6,1,2,31,10,40363,15h30
CallType-6,1,2,32,15,40363,16h
CallType-6,1,2,33,3,40363,16h30
CallType-6,1,2,34,3,40363,17h
CallType-6,1,2,35,11,40363,17h30
CallType-6,1,2,36,2,40363,18h
CallType-6,1,2,37,3,40363,18h30
CallType-6,1,3,17,1,40394,8h30
